id	  U  		 X  		 x  	 P(X<=x)  	 count
110	  0.640754	  1.02375	  5.55	  0.996113	  199
111	  0.989466	  4.55316	  5.6	  0.996302	  199
112	  0.189158	  0.209682	  5.65	  0.996482	  199
113	  0.804356	  1.63146	  5.7	  0.996654	  199
114	  0.661181	  1.08229	  5.75	  0.996817	  199
115	  0.213949	  0.240733	  5.8	  0.996972	  199
116	  0.0106246	  0.0106815	  5.85	  0.99712	  199
117	  0.805924	  1.63951	  5.9	  0.997261	  199
118	  0.890937	  2.21583	  5.95	  0.997394	  199
119	  0.828475	  1.76303	  6	  0.997521	  199
120	  0.341156	  0.417268	  6.05	  0.997642	  199
121	  0.719531	  1.27129	  6.1	  0.997757	  199
122	  0.103732	  0.109515	  6.15	  0.997867	  199
123	  0.865535	  2.00645	  6.2	  0.997971	  199
124	  0.639566	  1.02045	  6.25	  0.99807	  199
125	  0.121047	  0.129024	  6.3	  0.998164	  199
126	  0.0589918	  0.0608034	  6.35	  0.998253	  200
127	  0.182834	  0.201913	  6.4	  0.998338	  200
128	  0.895862	  2.26204	  6.45	  0.998419	  200
129	  0.443566	  0.586207	  6.5	  0.998497	  200
130	  0.958551	  3.1833	  6.55	  0.99857	  200
131	  0.863413	  1.9908	  6.6	  0.99864	  200
132	  0.682643	  1.14773	  6.65	  0.998706	  200
133	  0.386872	  0.489181	  6.7	  0.998769	  200
134	  0.23996	  0.274384	  6.75	  0.998829	  200
135	  0.428191	  0.55895	  6.8	  0.998886	  200
136	  0.35486	  0.438288	  6.85	  0.998941	  200
137	  0.199785	  0.222874	  6.9	  0.998992	  200
138	  0.929244	  2.64852	  6.95	  0.999041	  200
139	  0.695261	  1.1883	  7	  0.999088	  200
140	  0.0912727	  0.0957102	  7.05	  0.999133	  200
141	  0.569998	  0.843964	  7.1	  0.999175	  200
142	  0.684727	  1.15432	  7.15	  0.999215	  200
143	  0.28043	  0.329102	  7.2	  0.999253	  200
144	  0.374353	  0.468969	  7.25	  0.99929	  200
145	  0.345908	  0.424507	  7.3	  0.999324	  200
146	  0.494379	  0.681968	  7.35	  0.999357	  200
147	  0.384978	  0.486097	  7.4	  0.999389	  200
148	  0.151832	  0.164676	  7.45	  0.999419	  200
149	  0.385316	  0.486648	  7.5	  0.999447	  200
150	  0.213453	  0.240103	  7.55	  0.999474	  200
151	  0.492987	  0.67922	  7.6	  0.9995	  200
152	  0.104847	  0.110761	  7.65	  0.999524	  200
153	  0.317185	  0.381531	  7.7	  0.999547	  200
154	  0.358523	  0.443982	  7.75	  0.999569	  200
155	  0.744413	  1.36419	  7.8	  0.99959	  200
156	  0.438232	  0.576666	  7.85	  0.99961	  200
157	  0.417515	  0.540451	  7.9	  0.999629	  200
158	  0.927247	  2.62069	  7.95	  0.999647	  200
159	  0.334094	  0.406607	  8	  0.999665	  200
160	  0.861081	  1.97386	  8.05	  0.999681	  200
161	  0.885798	  2.16979	  8.1	  0.999696	  200
162	  0.197507	  0.220033	  8.15	  0.999711	  200
163	  0.543724	  0.784656	  8.2	  0.999725	  200
164	  0.27267	  0.318375	  8.25	  0.999739	  200
165	  0.437467	  0.575306	  8.3	  0.999751	  200
166	  0.971914	  3.5725	  8.35	  0.999764	  200
167	  0.62753	  0.987599	  8.4	  0.999775	  200
168	  0.637252	  1.01405	  8.45	  0.999786	  200
169	  0.901158	  2.31424	  8.5	  0.999797	  200
170	  0.322791	  0.389775	  8.55	  0.999806	  200
171	  0.728525	  1.30388	  8.6	  0.999816	  200
172	  0.471156	  0.637061	  8.65	  0.999825	  200
173	  0.00751778	  0.00754618	  8.7	  0.999833	  200
174	  0.00895503	  0.00899537	  8.75	  0.999842	  200
175	  0.845509	  1.86762	  8.8	  0.999849	  200
176	  0.353426	  0.436067	  8.85	  0.999857	  200
177	  0.503334	  0.699838	  8.9	  0.999864	  200
178	  0.230487	  0.261997	  8.95	  0.99987	  200
179	  0.505257	  0.703718	  9	  0.999877	  200
180	  0.88865	  2.19508	  9.05	  0.999883	  200
181	  0.44394	  0.586879	  9.1	  0.999888	  200
182	  0.998245	  6.34528	  9.15	  0.999894	  200
183	  0.993497	  5.03553	  9.2	  0.999899	  200
184	  0.761125	  1.43181	  9.25	  0.999904	  200
185	  0.356768	  0.44125	  9.3	  0.999909	  200
186	  0.73791	  1.33907	  9.35	  0.999913	  200
187	  0.199357	  0.22234	  9.4	  0.999917	  200
188	  0.774283	  1.48847	  9.45	  0.999921	  200
189	  0.665158	  1.0941	  9.5	  0.999925	  200
190	  0.533451	  0.762391	  9.55	  0.999929	  200
191	  0.635363	  1.00885	  9.6	  0.999932	  200
192	  0.550956	  0.800635	  9.65	  0.999936	  200
193	  0.730958	  1.31289	  9.7	  0.999939	  200
194	  0.179087	  0.197338	  9.75	  0.999942	  200
195	  0.823626	  1.73515	  9.8	  0.999945	  200
196	  0.168425	  0.184434	  9.85	  0.999947	  200
197	  0.151001	  0.163698	  9.9	  0.99995	  200
198	  0.451156	  0.599942	  9.95	  0.999952	  200
199	  0.805677	  1.63824	  10	  0.999955	  200
